B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,0
B,0,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
B,1,Predicted,1,Taken,1
